stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\marth\Documents\GitHub\TP5-EDA\TP5EDA\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.11400] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11402] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11404] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11407] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11409] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11412] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11414] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11416] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11418] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11421] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11423] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11425] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11427] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11430] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11432] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11434] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11436] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11439] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11441] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11443] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11445] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11448] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11450] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11453] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11455] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11457] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11459] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11464] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11467] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11469] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11471] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11474] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11476] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11479] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11481] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11483] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11485] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11488] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11490] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11492] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11495] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11498] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11500] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11502] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11504] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11507] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11509] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11511] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11513] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11516] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11518] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11520] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11522] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11525] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11527] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11530] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11531] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11534] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11539] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11542] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11544] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11547] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11549] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11551] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11553] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11556] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11558] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11560] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11562] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11565] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11567] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11569] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11571] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11574] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11576] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11579] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11581] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11583] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11585] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11588] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11590] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11592] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11603] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11606] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11608] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11610] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11612] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11615] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11617] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11619] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11621] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11627] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11629] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11633] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11635] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11638] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11640] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11643] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11645] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11648] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11650] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11653] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11654] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11657] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11659] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11662] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11663] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11666] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11668] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11670] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11672] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11675] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11677] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11679] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11681] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11684] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11686] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11689] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11690] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11693] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11695] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11698] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11700] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11706] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11708] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11711] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11713] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11715] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11717] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11720] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11722] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11724] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11726] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11729] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11730] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11733] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11735] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11737] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11739] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11742] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11744] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11746] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11748] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11751] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11755] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11757] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11760] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11762] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11764] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11766] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11769] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11771] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11773] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11775] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11778] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11780] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11783] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11785] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11787] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11789] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11792] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11794] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11796] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11798] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11801] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11803] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11805] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11807] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11810] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11812] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11814] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11816] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11819] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11821] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11823] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11825] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.11828] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.11830] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11832] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.11834] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11837] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.11839] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11841] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.11843] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11846] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.11848] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11850] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.11852] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11857] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.11860] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.11862] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.11865] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11871] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11875] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11879] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11882] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11885] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11887] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11889] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11891] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11895] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11897] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11900] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11902] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11904] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11906] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11909] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11911] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11913] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11915] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11918] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11920] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11922] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11924] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11927] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11929] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11932] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11934] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11937] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11939] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11941] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11943] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11946] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11948] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11952] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11954] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11958] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11961] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11965] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11968] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.11976] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11979] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11983] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11987] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11991] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11993] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.11996] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.11998] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12001] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12003] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12006] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12009] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12011] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12013] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12016] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12018] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12020] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12023] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.12026] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12028] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12030] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12032] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12036] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.12038] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.12043] Single Buffer requirement not met.
